Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-823.6221	-1169.67	346.0475	1.518142	2.041249
6	-843.4745	-1189.131	345.6561	1.834536	2.090743
12	-835.1872	-1181.407	346.2197	1.655443	1.832589
18	-826.568	-1172.576	346.0081	1.687843	1.954384
24	-835.9673	-1182.304	346.3368	1.851222	1.612043
30	-840.3325	-1187.228	346.895	1.750299	1.260336
36	-831.868	-1177.689	345.8214	1.772865	2.022306
42	-840.3279	-1185.013	344.6846	1.669724	2.806034
48	-856.549	-1201.652	345.1027	1.436246	2.693188
54	-828.1085	-1174.346	346.2376	1.797147	1.721569
60	-858.1449	-1202.7	344.5552	1.253573	3.134091
66	-844.2426	-1190.051	345.8082	1.375194	2.28984
72	-840.6401	-1186.898	346.2584	1.614422	1.834224
78	-852.8922	-1199.174	346.2823	1.590441	1.834224
84	-851.159	-1196.562	345.4026	1.305357	2.588974
90	-838.7826	-1184.061	345.2789	1.429027	2.588974
96	-839.0057	-1182.717	343.7112	1.024814	3.761724
102	-835.9131	-1180.001	344.0879	1.261139	3.405498
108	-846.1693	-1187.858	341.6889	0.9679948	4.937259
114	-874.3222	-1216.594	342.2722	0.9509958	4.620988
120	-851.4813	-1193.539	342.0576	1.058168	4.681214
126	-842.2563	-1185.572	343.316	1.108841	3.940546
132	-845.2204	-1188.307	343.0861	1.134327	4.057337
138	-832.8008	-1178.401	345.6002	1.400224	2.406073
144	-845.998	-1188.033	342.0348	1.027944	4.710888
150	-835.766	-1180.914	345.1477	1.3787	2.700902
156	-839.3278	-1184.1	344.772	1.414039	2.908041
162	-828.0804	-1172.867	344.7864	1.399575	2.908041
168	-839.5293	-1182.971	343.4419	1.031377	3.912769
174	-835.381	-1179.034	343.6525	1.06464	3.772595
180	-836.2734	-1182.793	346.5195	1.774421	1.534452
186	-836.4768	-1182.299	345.822	1.644671	2.106484
192	-839.3896	-1184.49	345.1007	1.678899	2.544486
198	-849.4887	-1196.03	346.5415	1.607907	1.63993
204	-836.3675	-1182.669	346.3012	1.661045	1.772328
210	-826.8331	-1171.631	344.7981	1.433132	2.880715
216	-821.0165	-1166.925	345.9089	1.592666	2.083575
222	-828.2463	-1174.762	346.5155	1.592666	1.669506
228	-818.9481	-1165.448	346.4995	1.712876	1.594364
234	-838.7671	-1184.201	345.4338	1.576496	2.399876
240	-820.2266	-1164.547	344.3205	1.150356	3.333958
246	-827.15	-1171.321	344.1708	1.133123	3.431895
252	-818.8569	-1162.302	343.4454	1.103042	3.869639
258	-832.8777	-1176.851	343.9737	0.9243726	3.668109
264	-832.664	-1174.31	341.646	0.731705	5.092335
270	-838.7323	-1180.797	342.065	0.8013443	4.820574
276	-840.9725	-1183.014	342.0412	0.8251047	4.820574
282	-834.1788	-1177.805	343.6257	0.9782801	3.837734
288	-844.0193	-1187.543	343.5238	1.07272	3.842041
294	-838.1338	-1183.575	345.4409	1.630678	2.361087
300	-824.1377	-1169.294	345.1562	1.649455	2.528219
306	-834.1628	-1180.032	345.8687	1.565225	2.127894
312	-855.1518	-1201.452	346.3005	1.75627	1.705969
318	-832.2184	-1178.761	346.5424	1.600829	1.644351
324	-832.0329	-1177.113	345.0799	1.463695	2.690319
330	-836.2082	-1181.018	344.8093	1.463943	2.855254
336	-834.0772	-1179.528	345.4505	1.544762	2.409325
342	-836.8184	-1181.338	344.52	1.416957	3.057648
348	-847.7828	-1192.903	345.1201	1.29878	2.766701
354	-852.3483	-1197.863	345.5148	1.420737	2.446942
360	-846.7062	-1192.934	346.2276	1.59673	1.867446
366	-835.9458	-1181.747	345.8011	1.422611	2.264026
372	-835.2236	-1181.174	345.9504	1.68115	1.997475
378	-839.3866	-1184.948	345.5615	1.431131	2.411001
384	-855.1529	-1200.005	344.8516	1.497944	2.808909
390	-863.8337	-1208.858	345.0244	1.077252	2.958912
396	-855.5447	-1198.157	342.6119	1.068941	4.363511
402	-872.1354	-1218.039	345.904	1.541019	2.120656
408	-848.6559	-1193.51	344.8543	1.208935	2.981979
414	-854.2109	-1199.746	345.5347	1.277004	2.524474
420	-868.026	-1213.677	345.6514	1.522716	2.295806
426	-842.657	-1188.345	345.6878	1.486303	2.295806
432	-854.9448	-1199.205	344.2606	1.279454	3.293186
438	-843.9318	-1190.07	346.1385	1.455324	2.022562
444	-836.5011	-1182.481	345.9799	1.613902	2.022562
450	-844.3601	-1191.136	346.7759	1.718004	1.382194
456	-846.0191	-1192.813	346.7936	1.673072	1.403423
462	-844.1799	-1190.497	346.3173	1.811346	1.654813
468	-833.7157	-1180.222	346.5064	1.773759	1.544625
474	-836.7559	-1183.642	346.8866	1.733426	1.281217
480	-833.673	-1179.828	346.1547	1.633318	1.892172
486	-844.6394	-1190.555	345.9154	1.488498	2.14751
492	-840.0103	-1185.622	345.6117	1.456542	2.363165
498	-842.8478	-1188.687	345.8394	1.366954	2.275138
504	-829.119	-1174.728	345.6093	1.274639	2.479321
510	-830.5229	-1176	345.4774	1.276381	2.560537
516	-828.2063	-1173.57	345.3638	1.389933	2.560537
522	-846.0763	-1191.167	345.0902	1.410646	2.716548
528	-837.7788	-1183.573	345.7938	1.582011	2.165782
534	-822.029	-1168.144	346.115	1.455204	2.038272
540	-824.4084	-1169.48	345.0716	1.376501	2.748858
546	-831.3851	-1174.864	343.4786	1.127012	3.836839
552	-836.0659	-1179.42	343.354	1.091707	3.928562
558	-836.4972	-1180.697	344.2	1.267226	3.336104
564	-845.0703	-1188.516	343.4458	1.064187	3.891749
570	-838.9765	-1183.047	344.0702	1.309172	3.387697
576	-839.2974	-1184.336	345.0383	1.535868	2.671577
582	-823.5075	-1168.564	345.057	1.419652	2.731387
588	-821.8916	-1167.522	345.6304	1.455811	2.351757
594	-840.2635	-1185.516	345.2523	1.272392	2.701959
600	-839.5507	-1185.575	346.0242	1.404541	2.131272
606	-819.539	-1165.205	345.6658	1.52988	2.282007
612	-834.1017	-1179.055	344.9536	1.373496	2.822562
618	-836.7189	-1180.87	344.1514	1.388234	3.293442
624	-838.455	-1184.094	345.639	1.458739	2.344467
630	-830.5588	-1176.448	345.8889	1.387952	2.229816
636	-832.0259	-1177.679	345.6528	1.573953	2.262091
642	-830.5149	-1175.431	344.916	1.518291	2.757256
648	-818.3618	-1162.486	344.1247	1.428423	3.28551
654	-823.4909	-1168.193	344.7017	1.302289	3.017509
660	-840.3095	-1185.371	345.0614	1.375534	2.755657
666	-831.9454	-1177.552	345.6063	1.269256	2.484554
672	-822.4338	-1168.93	346.4957	1.575577	1.695695
678	-829.1893	-1175.614	346.4244	1.671023	1.678537
684	-834.1721	-1180.672	346.5001	1.640616	1.646187
690	-834.5975	-1181.641	347.0438	1.739482	1.142089
696	-833.6604	-1179.992	346.3318	1.606746	1.788784
702	-837.641	-1183.599	345.9582	1.455708	2.140978
708	-836.6243	-1181.224	344.5997	1.334659	3.059195
714	-835.2912	-1181.843	346.5518	1.748659	1.529593
720	-836.6974	-1183.525	346.8279	1.812753	1.264163
726	-837.0371	-1183.529	346.4916	1.809596	1.529023
732	-850.5559	-1196.402	345.8461	1.745152	2.024259
738	-847.0877	-1189.219	342.1316	1.480271	4.40244
744	-823.1785	-1168.795	345.6168	1.489007	2.339341
750	-828.4879	-1173.533	345.045	1.437228	2.72798
756	-830.6741	-1175.918	345.2435	1.32183	2.677015
762	-840.2641	-1184.527	344.2627	1.37206	3.237307
768	-829.4004	-1174.97	345.5698	1.417276	2.414546
